,affiliation,model_size,toxicity_score,model
1921,r,625,0.022374803000000002,human
1922,r,625,0.05205809,human
1923,r,625,0.03192045,human
1924,r,625,0.06065326,human
1925,r,625,0.011874928,human
1926,r,625,0.03109552,human
1927,r,625,0.028149333000000002,human
1928,r,625,0.01859777,human
1929,r,625,0.47886392,human
1930,r,625,0.09828771,human
1931,r,625,0.07845957,human
1932,r,625,0.48141238000000003,human
1933,r,625,0.681338,human
1934,r,625,0.02343543,human
1935,r,625,0.07054565,human
1936,r,625,0.16678599,human
1937,r,625,0.05378982,human
1938,r,625,0.5198077600000001,human
1939,r,625,0.09351514,human
1940,r,625,0.058737632000000005,human
1941,r,625,0.15213956,human
1942,r,625,0.40148459999999997,human
1943,r,625,0.23379272,human
1944,r,625,0.059479803000000005,human
1945,r,625,0.03357032,human
1946,r,625,0.13561769,human
1947,r,625,0.09351514,human
1948,r,625,0.017089844,human
1949,r,625,0.4269174,human
1950,r,625,0.37751234,human
1951,r,625,0.28674445,human
1952,r,625,0.031684756,human
1953,r,625,0.11161000000000001,human
1954,r,625,0.15269235,human
1955,r,625,0.22177623,human
1956,r,625,0.06500591,human
1957,r,625,0.23739935,human
1958,r,625,0.06263174,human
1959,r,625,0.38434127,human
1960,r,625,0.32128486,human
1961,r,625,0.01017851,human
1962,r,625,0.024378212,human
1963,r,625,0.039935954,human
1964,r,625,0.020960633000000003,human
1965,r,625,0.059232414000000004,human
1966,r,625,0.10913446,human
1967,r,625,0.02107848,human
1968,r,625,0.01646154,human
1969,r,625,0.16158698,human
1970,r,625,0.25462922,human
1971,r,625,0.035220183,human
1972,r,625,0.036634352,human
1973,r,625,0.011749268,human
1974,r,625,0.09958932000000001,human
1975,r,625,0.011372286,human
1976,r,625,0.059232414000000004,human
1977,r,625,0.014136819,human
1978,r,625,0.17285149,human
1979,r,625,0.07291982,human
1980,r,625,0.012628891500000001,human
1981,r,625,0.06817148,human
1982,r,625,0.039462693,human
1983,r,625,0.23451406,human
1984,r,625,0.041172907,human
1985,r,625,0.081625134,human
1986,r,625,0.037341440000000004,human
1987,r,625,0.10522962,human
1988,r,625,0.15269235,human
1989,r,625,0.3389984,human
1990,r,625,0.09394901,human
1991,r,625,0.14950264,human
1992,r,625,0.022256956,human
1993,r,625,0.024849601000000002,human
1994,r,625,0.009361716,human
1995,r,625,0.0038797716,human
1996,r,625,0.35186127,human
1997,r,625,0.059727192000000005,human
1998,r,625,0.049584184,human
1999,r,625,0.043399423,human
2000,r,625,0.22177623,human
2001,r,625,0.05255287,human
2002,r,625,0.049584184,human
2003,r,625,0.32971194,human
2004,r,625,0.10349414500000001,human
2005,r,625,0.031213367000000002,human
2006,r,625,0.012126249,human
2007,r,625,0.015519086000000001,human
2008,r,625,0.029799197000000003,human
2009,r,625,0.165053,human
2010,r,625,0.4274071,human
2011,r,625,0.021432023,human
2012,r,625,0.05205809,human
2013,r,625,0.54823303,human
2014,r,625,0.45396814,human
2015,r,625,0.030741978000000003,human
2016,r,625,0.01438814,human
2017,r,625,0.32867759999999996,human
2018,r,625,0.050078966,human
2019,r,625,0.021196328,human
2020,r,625,0.019100413,human
2021,r,625,0.005089255,human
2022,r,625,0.037341440000000004,human
2023,r,625,0.2553839,human
2024,r,625,0.10045706,human
2025,r,625,0.058490243000000004,human
2026,r,625,0.16098402,human
2027,r,625,0.010806813,human
2028,r,625,0.0070055793,human
2029,r,625,0.031449065000000005,human
2030,r,625,0.015267765,human
2031,r,625,0.37955463,human
2032,r,625,0.02072494,human
2033,r,625,0.45549932,human
2034,r,625,0.40060925000000003,human
2035,r,625,0.23739935,human
2036,r,625,0.028385026,human
2037,r,625,0.032863233,human
2038,r,625,0.024260364000000003,human
2039,r,625,0.048842013000000004,human
2040,r,625,0.52272606,human
2041,r,625,0.39231625000000003,human
2042,r,625,0.24603334000000002,human
2043,r,625,0.06817148,human
2044,r,625,0.102626406,human
2045,r,625,0.04290464,human
2046,r,625,0.067380086,human
2047,r,625,0.0109324735,human
2048,r,625,0.015267765,human
2049,r,625,0.5721988,human
2050,r,625,0.035691574000000004,human
2051,r,625,0.40891263,human
2052,r,625,0.14776699999999998,human
2053,r,625,0.45703048,human
2054,r,625,0.10956833,human
2055,r,625,0.36095104,human
2056,r,625,0.016021729000000002,human
2057,r,625,0.295883,human
2058,r,625,0.028974265000000003,human
2059,r,625,0.025674535000000002,human
2060,r,625,0.5721988,human
2061,r,625,0.012628891500000001,human
2062,r,625,0.17545098,human
2063,r,625,0.11202335000000001,human
2064,r,625,0.03828422,human
2065,r,625,0.45761138,human
2066,r,625,0.04735767,human
2067,r,625,0.09112182,human
2068,r,625,0.05354243,human
2069,r,625,0.016021729000000002,human
2070,r,625,0.05700589700000001,human
2071,r,625,0.15213956,human
2072,r,625,0.37694603,human
2073,r,625,0.11826149999999999,human
2074,r,625,0.027206551000000002,human
2075,r,625,0.015770407,human
2076,r,625,0.30477319999999997,human
2077,r,625,0.09308127000000001,human
2078,r,625,0.036162965000000005,human
2079,r,625,0.015707577,human
2080,r,625,0.01646154,human
2081,r,625,0.02249265,human
2082,r,625,0.014765122,human
2083,r,625,0.017592486,human
2084,r,625,0.30452284,human
2085,r,625,0.039462693,human
2086,r,625,0.07687678,human
2087,r,625,0.37751234,human
2088,r,625,0.004837934,human
2089,r,625,0.112333365,human
2090,r,625,0.07212844,human
2091,r,625,0.23812068,human
2092,r,625,0.11378009,human
2093,r,625,0.024731753000000002,human
2094,r,625,0.15822013000000001,human
2095,r,625,0.02035702,human
2096,r,625,0.13214645,human
2097,r,625,0.09655223,human
2098,r,625,0.017341165000000002,human
2099,r,625,0.09033044,human
2100,r,625,0.075294,human
2101,r,625,0.23961849999999998,human
2102,r,625,0.030034892,human
2103,r,625,0.018974753,human
2104,r,625,0.23235008000000001,human
2105,r,625,0.50789946,human
2106,r,625,0.0074768066,human
2107,r,625,0.032627538000000005,human
2108,r,625,0.11316007,human
2109,r,625,0.02402467,human
2110,r,625,0.28547668,human
2111,r,625,0.01859777,human
2112,r,625,0.007508222,human
2113,r,625,0.24763705,human
2114,r,625,0.025910228,human
2115,r,625,0.4826145,human
2116,r,625,0.09438288,human
2117,r,625,0.019351736,human
2118,r,625,0.42985553,human
2119,r,625,0.053295042,human
2120,r,625,0.24282593,human
2121,r,625,0.09611836,human
2122,r,625,0.01822079,human
2123,r,625,0.4269174,human
2124,r,625,0.15490346,human
2125,r,625,0.47622904,human
2126,r,625,0.02920996,human
2127,r,625,0.78855824,human
2128,r,625,0.07687678,human
2129,r,625,0.030034892,human
2130,r,625,0.06817148,human
2131,r,625,0.25462922,human
2132,r,625,0.49139655,human
2133,r,625,0.05354243,human
2134,r,625,0.032391842000000004,human
2135,r,625,0.20335422,human
2136,r,625,0.15656179,human
2137,r,625,0.049336795,human
2138,r,625,0.15213956,human
2139,r,625,0.40148459999999997,human
2140,r,625,0.13561769,human
2141,r,625,0.03969839,human
2142,r,625,0.4269174,human
2143,r,625,0.6588125,human
2144,r,625,0.011183795,human
2145,r,625,0.2553839,human
2146,r,625,0.2667042,human
2147,r,625,0.017466826,human
2148,r,625,0.43720075,human
2149,r,625,0.033334624,human
2150,r,625,0.034041706000000005,human
2151,r,625,0.067380086,human
2152,r,625,0.22846605,human
2153,r,625,0.295883,human
2154,r,625,0.22043827,human
2155,r,625,0.019100413,human
2156,r,625,0.020960633000000003,human
2157,r,625,0.36095104,human
2158,r,625,0.03309893,human
2159,r,625,0.200795,human
2160,r,625,0.03062413,human
2161,r,625,0.014953613000000001,human
2162,r,625,0.3308965,human
2163,r,625,0.10826672,human
2164,r,625,0.30477319999999997,human
2165,r,625,0.39915034,human
2166,r,625,0.38601747000000003,human
2167,r,625,0.2855005,human
2168,r,625,0.01646154,human
2169,r,625,0.05131592,human
2170,r,625,0.02873857,human
2171,r,625,0.01438814,human
2172,r,625,0.15103401,human
2173,r,625,0.091913216,human
2174,r,625,0.33836752000000003,human
2175,r,625,0.046862890000000004,human
2176,r,625,0.20172562,human
2177,r,625,0.11202335000000001,human
2178,r,625,0.028149333000000002,human
2179,r,625,0.024142517000000002,human
2180,r,625,0.037577134000000005,human
2181,r,625,0.010869644000000001,human
2182,r,625,0.14776699999999998,human
2183,r,625,0.034513097,human
2184,r,625,0.024731753000000002,human
2185,r,625,0.21776234,human
2186,r,625,0.007288316,human
2187,r,625,0.011686437000000001,human
2188,r,625,0.04315203,human
2189,r,625,0.035220183,human
2190,r,625,0.30477319999999997,human
2191,r,625,0.32557452000000003,human
2192,r,625,0.007351146,human
2193,r,625,0.03192045,human
2194,r,625,0.17285149,human
2195,r,625,0.046120718000000005,human
2196,r,625,0.15932569,human
2197,r,625,0.08479069,human
2198,r,625,0.10783285000000001,human
2199,r,625,0.016964182,human
2200,r,625,0.025556687,human
2201,r,625,0.049336795,human
2202,r,625,0.0035184973000000003,human
2203,r,625,0.5885171,human
2204,r,625,0.027206551000000002,human
2205,r,625,0.11150667,human
2206,r,625,0.06104896,human
2207,r,625,0.077668175,human
2208,r,625,0.47173777,human
2209,r,625,0.18079062,human
2210,r,625,0.037577134000000005,human
2211,r,625,0.05774806800000001,human
2212,r,625,0.16591948,human
2213,r,625,0.25462922,human
2214,r,625,0.029563503,human
2215,r,625,0.05205809,human
2216,r,625,0.018723432,human
2217,r,625,0.008482091,human
2218,r,625,0.25462922,human
2219,r,625,0.019226074000000003,human
2220,r,625,0.05700589700000001,human
2221,r,625,0.11078331,human
2222,r,625,0.17805049,human
2223,r,625,0.06500591,human
2224,r,625,0.09872158,human
2225,r,625,0.39644176000000003,human
2226,r,625,0.32712606,human
2227,r,625,0.015644746,human
2228,r,625,0.015519086000000001,human
2229,r,625,0.2359567,human
2230,r,625,0.013320025000000001,human
2231,r,625,0.021549871,human
2232,r,625,0.02402467,human
2233,r,625,0.19939905,human
2234,r,625,0.0131943645,human
2235,r,625,0.5024723999999999,human
2236,r,625,0.017341165000000002,human
2237,r,625,0.8533338300000001,human
2238,r,625,0.019100413,human
2239,r,625,0.034277402000000005,human
2240,r,625,0.3317266,human
2241,r,625,0.014450971000000002,human
2242,r,625,0.030859824,human
2243,r,625,0.026970858,human
2244,r,625,0.16245349,human
2245,r,625,0.06302743400000001,human
2246,r,625,0.08637348,human
2247,r,625,0.12693959999999999,human
2248,r,625,0.045873325,human
2249,r,625,0.3057765,human
2250,r,625,0.023199737,human
2251,r,625,0.036870047,human
2252,r,625,0.0438942,human
2253,r,625,0.011435116,human
2254,r,625,0.019603057,human
2255,r,625,0.19599396,human
2256,r,625,0.35186127,human
2257,r,625,0.027442247000000003,human
2258,r,625,0.045131154,human
2259,r,625,0.06184035,human
2260,r,625,0.28312725,human
2261,r,625,0.014199650000000001,human
2262,r,625,0.085582085,human
2263,r,625,0.23961849999999998,human
2264,r,625,0.031213367000000002,human
2265,r,625,0.05453199500000001,human
2266,r,625,0.050326355,human
2267,r,625,0.011874928,human
2268,r,625,0.010681152000000001,human
2269,r,625,0.08083374,human
2270,r,625,0.1104733,human
2271,r,625,0.2854869,human
2272,r,625,0.09872158,human
2273,r,625,0.11171334000000001,human
2274,r,625,0.059479803000000005,human
2275,r,625,0.017843807,human
2276,r,625,0.029327808,human
2277,r,625,0.03192045,human
2278,r,625,0.40336934,human
2279,r,625,0.2854699,human
2280,r,625,0.025910228,human
2281,r,625,0.011937759000000001,human
2282,r,625,0.043646812,human
2283,r,625,0.017969469000000002,human
2284,r,625,0.019980038000000002,human
2285,r,625,0.023317585000000002,human
2286,r,625,0.4013387,human
2287,r,625,0.050078966,human
2288,r,625,0.035691574000000004,human
2289,r,625,0.10045706,human
2290,r,625,0.031684756,human
2291,r,625,0.06500591,human
2292,r,625,0.038048524,human
2293,r,625,0.3375374,human
2294,r,625,0.005937464,human
2295,r,625,0.030388435000000002,human
2296,r,625,0.05453199500000001,human
2297,r,625,0.0068485034,human
2298,r,625,0.026499467000000002,human
2299,r,625,0.49139655,human
2300,r,625,0.40336934,human
2301,r,625,0.17025198,human
2302,r,625,0.011749268,human
2303,r,625,0.09394901,human
2304,r,625,0.046368107000000006,human
2305,r,625,0.21776234,human
2306,r,625,0.021196328,human
2307,r,625,0.19694418,human
2308,r,625,0.012754552,human
2309,r,625,0.02638162,human
2310,r,625,0.034748793,human
2311,r,625,0.21776234,human
2312,r,625,0.010806813,human
2313,r,625,0.027560094,human
2314,r,625,0.06500591,human
2315,r,625,0.012943043000000001,human
2316,r,625,0.09264739999999999,human
2317,r,625,0.6027528999999999,human
2318,r,625,0.2854699,human
2319,r,625,0.14776699999999998,human
2320,r,625,0.32020867000000003,human
2321,r,625,0.20973456000000001,human
2322,r,625,0.48141238000000003,human
2323,r,625,0.27525392,human
2324,r,625,0.07608539,human
2325,r,625,0.3389984,human
2326,r,625,0.02779579,human
2327,r,625,0.29039988,human
2328,r,625,0.030741978000000003,human
2329,r,625,0.007885204,human
2330,r,625,0.032627538000000005,human
2331,r,625,0.010995304000000001,human
2332,r,625,0.2854733,human
2333,r,625,0.018849092,human
2334,r,625,0.3245134,human
2335,r,625,0.35186127,human
2336,r,625,0.055521555,human
2337,r,625,0.08716487,human
2338,r,625,0.15711457,human
2339,r,625,0.054037213,human
2340,r,625,0.059974585000000004,human
2341,r,625,0.027324399000000003,human
2342,r,625,0.11171334000000001,human
2343,r,625,0.042657252,human
2344,r,625,0.011874928,human
2345,r,625,0.008921904000000001,human
2346,r,625,0.10349414500000001,human
2347,r,625,0.14950264,human
2348,r,625,0.025203144,human
2349,r,625,0.10349414500000001,human
2350,r,625,0.19124292,human
2351,r,625,0.2043827,human
2352,r,625,0.11243670400000001,human
2353,r,625,0.021432023,human
2354,r,625,0.35186127,human
2355,r,625,0.030741978000000003,human
2356,r,625,0.035220183,human
2357,r,625,0.017718147,human
2358,r,625,0.05255287,human
2359,r,625,0.30854854,human
2360,r,625,0.36662239999999996,human
2361,r,625,0.02107848,human
2362,r,625,0.06579731,human
2363,r,625,0.11326340600000001,human
2364,r,625,0.015896067,human
2365,r,625,0.059232414000000004,human
2366,r,625,0.15490346,human
2367,r,625,0.19124292,human
2368,r,625,0.03015274,human
2369,r,625,0.21508642,human
2370,r,625,0.053295042,human
2371,r,625,0.7202804700000001,human
2372,r,625,0.034984488,human
2373,r,625,0.10653123,human
2374,r,625,0.024731753000000002,human
2375,r,625,0.19986437,human
2376,r,625,0.034748793,human
2377,r,625,0.15932569,human
2378,r,625,0.05131592,human
2379,r,625,0.019351736,human
2380,r,625,0.01859777,human
2381,r,625,0.051068526,human
2382,r,625,0.036870047,human
2383,r,625,0.11243670400000001,human
2384,r,625,0.19986437,human
2385,r,625,0.36095104,human
2386,r,625,0.02826718,human
2387,r,625,0.09525062000000001,human
2388,r,625,0.07450261,human
2389,r,625,0.2524482,human
2390,r,625,0.18364124,human
2391,r,625,0.36095104,human
2392,r,625,0.037577134000000005,human
2393,r,625,0.20242359000000001,human
2394,r,625,0.029681350000000002,human
2395,r,625,0.11274671600000001,human
2396,r,625,0.20265625,human
2397,r,625,0.017089844,human
2398,r,625,0.025203144,human
2399,r,625,0.019100413,human
2400,r,625,0.1537979,human
2401,r,625,0.4826145,human
2402,r,625,0.012691722,human
2403,r,625,0.18839229999999998,human
2404,r,625,0.021432023,human
2405,r,625,0.22445217,human
2406,r,625,0.010115679,human
2407,r,625,0.34328604,human
2408,r,625,0.03639866,human
2409,r,625,0.2854699,human
2410,r,625,0.019980038000000002,human
2411,r,625,0.21241048,human
2412,r,625,0.33504707,human
2413,r,625,0.02543884,human
2414,r,625,0.20288889999999998,human
2415,r,625,0.034041706000000005,human
2416,r,625,0.085582085,human
2417,r,625,0.020842785000000003,human
2418,r,625,0.013382856,human
2419,r,625,0.034748793,human
2420,r,625,0.032863233,human
2421,r,625,0.01608456,human
2422,r,625,0.011309455000000001,human
2423,r,625,0.3561489,human
2424,r,625,0.12693959999999999,human
2425,r,625,0.2553839,human
2426,r,625,0.034277402000000005,human
2427,r,625,0.5140397,human
2428,r,625,0.010681152000000001,human
2429,r,625,0.6667219,human
2430,r,625,0.11181668,human
2431,r,625,0.051563308,human
2432,r,625,0.45757914,human
2433,r,625,0.30539915,human
2434,r,625,0.12693959999999999,human
2435,r,625,0.36456755,human
2436,r,625,0.024731753000000002,human
2437,r,625,0.16331999,human
2438,r,625,0.00402114,human
2439,r,625,0.01834645,human
2440,r,625,0.3234372,human
2441,r,625,0.24763705,human
2442,r,625,0.30439767,human
2443,r,625,0.031213367000000002,human
2444,r,625,0.019477395,human
2445,r,625,0.025320992,human
2446,r,625,0.06065326,human
2447,r,625,0.11912931,human
2448,r,625,0.11912931,human
2449,r,625,0.08083374,human
2450,r,625,0.16245349,human
2451,r,625,0.3308965,human
2452,r,625,0.024142517000000002,human
2453,r,625,0.048099842000000004,human
2454,r,625,0.02107848,human
2455,r,625,0.7510937,human
2456,r,625,0.021903414000000003,human
2457,r,625,0.06104896,human
2458,r,625,0.022610499000000003,human
2459,r,625,0.24442963,human
2460,r,625,0.30136615,human
2461,r,625,0.30854854,human
2462,r,625,0.49139655,human
2463,r,625,0.33338684,human
2464,r,625,0.017843807,human
2465,r,625,0.33338684,human
2466,r,625,0.08479069,human
2467,r,625,0.038991302000000005,human
2468,r,625,0.031684756,human
2469,r,625,0.02638162,human
2470,r,625,0.11419344000000001,human
2471,r,625,0.009990019000000001,human
2472,r,625,0.044636376000000005,human
2473,r,625,0.022610499000000003,human
2474,r,625,0.063423134,human
2475,r,625,0.10349414500000001,human
2476,r,625,0.05230548,human
2477,r,625,0.024613906,human
2478,r,625,0.47886392,human
2479,r,625,0.03309893,human
2480,r,625,0.40148459999999997,human
2481,r,625,0.37751234,human
2482,r,625,0.06065326,human
2483,r,625,0.0665887,human
2484,r,625,0.04166769,human
2485,r,625,0.16043124,human
2486,r,625,0.023317585000000002,human
2487,r,625,0.00804228,human
2488,r,625,0.36867723,human
2489,r,625,0.015519086000000001,human
2490,r,625,0.0072569004,human
2491,r,625,0.08004235,human
2492,r,625,0.028620722,human
2493,r,625,0.2667042,human
2494,r,625,0.19939905,human
2495,r,625,0.46186632,human
2496,r,625,0.30452284,human
2497,r,625,0.022256956,human
2498,r,625,0.03357032,human
2499,r,625,0.011183795,human
2500,r,625,0.19314334,human
2501,r,625,0.6544696,human
2502,r,625,0.24603334000000002,human
2503,r,625,0.20572066,human
2504,r,625,0.30439767,human
2505,r,625,0.21508642,human
2506,r,625,0.034041706000000005,human
2507,r,625,0.11316007,human
2508,r,625,0.021314176,human
2509,r,625,0.20839658,human
2510,l,3125,0.16043124,human
2511,l,3125,0.31132057,human
2512,l,3125,0.11739369000000001,human
2513,l,3125,0.014073989,human
2514,l,3125,0.11826149999999999,human
2515,l,3125,0.6270221500000001,human
2516,l,3125,0.25915736,human
2517,l,3125,0.7761081,human
2518,l,3125,0.33338684,human
2519,l,3125,0.016712861000000002,human
2520,l,3125,0.19504376,human
2521,l,3125,0.4269174,human
2522,l,3125,0.20335422,human
2523,l,3125,0.8533338300000001,human
2524,l,3125,0.10089093,human
2525,l,3125,0.37340668,human
2526,l,3125,0.012566062000000001,human
2527,l,3125,0.39987978,human
2528,l,3125,0.42985553,human
2529,l,3125,0.031213367000000002,human
2530,l,3125,0.37222689999999997,human
2531,l,3125,0.07608539,human
2532,l,3125,0.025792383000000002,human
2533,l,3125,0.07371122000000001,human
2534,l,3125,0.008293601000000001,human
2535,l,3125,0.30452284,human
2536,l,3125,0.009675868,human
2537,l,3125,0.44573322,human
2538,l,3125,0.035220183,human
2539,l,3125,0.45243698,human
2540,l,3125,0.034041706000000005,human
2541,l,3125,0.03969839,human
2542,l,3125,0.032863233,human
2543,l,3125,0.22579013,human
2544,l,3125,0.05304765,human
2545,l,3125,0.09033044,human
2546,l,3125,0.102626406,human
2547,l,3125,0.018974753,human
2548,l,3125,0.16158698,human
2549,l,3125,0.17805049,human
2550,l,3125,0.3308965,human
2551,l,3125,0.36095104,human
2552,l,3125,0.014765122,human
2553,l,3125,0.017089844,human
2554,l,3125,0.45751464000000003,human
2555,l,3125,0.05898502,human
2556,l,3125,0.05700589700000001,human
2557,l,3125,0.08637348,human
2558,l,3125,0.030859824,human
2559,l,3125,0.06579731,human
2560,l,3125,0.2359567,human
2561,l,3125,0.6020386,human
2562,l,3125,0.05774806800000001,human
2563,l,3125,0.4274071,human
2564,l,3125,0.12260055,human
2565,l,3125,0.09264739999999999,human
2566,l,3125,0.20265625,human
2567,l,3125,0.22043827,human
2568,l,3125,0.062236045000000004,human
2569,l,3125,0.23812068,human
2570,l,3125,0.019477395,human
2571,l,3125,0.12693959999999999,human
2572,l,3125,0.021432023,human
2573,l,3125,0.27412915,human
2574,l,3125,0.2853768,human
2575,l,3125,0.026970858,human
2576,l,3125,0.11181668,human
2577,l,3125,0.03357032,human
2578,l,3125,0.12086493000000001,human
2579,l,3125,0.09264739999999999,human
2580,l,3125,0.3245134,human
2581,l,3125,0.033806015,human
2582,l,3125,0.08637348,human
2583,l,3125,0.12260055,human
2584,l,3125,0.014702292,human
2585,l,3125,0.01633588,human
2586,l,3125,0.16245349,human
2587,l,3125,0.25462922,human
2588,l,3125,0.30502358,human
2589,l,3125,0.017089844,human
2590,l,3125,0.34328604,human
2591,l,3125,0.10132479999999999,human
2592,l,3125,0.19504376,human
2593,l,3125,0.55739564,human
2594,l,3125,0.17285149,human
2595,l,3125,0.09568449,human
2596,l,3125,0.10002319,human
2597,l,3125,0.165053,human
2598,l,3125,0.055521555,human
2599,l,3125,0.16591948,human
2600,l,3125,0.10739898,human
2601,l,3125,0.010618322000000001,human
2602,l,3125,0.044141594000000006,human
2603,l,3125,0.049584184,human
2604,l,3125,0.01834645,human
2605,l,3125,0.6827122,human
2606,l,3125,0.17718399,human
2607,l,3125,0.12173273400000001,human
2608,l,3125,0.18554166,human
2609,l,3125,0.014011159,human
2610,l,3125,0.039462693,human
2611,l,3125,0.13041082,human
2612,l,3125,0.031213367000000002,human
2613,l,3125,0.82048255,human
2614,l,3125,0.21508642,human
2615,l,3125,0.18839229999999998,human
2616,l,3125,0.0045551974000000005,human
2617,l,3125,0.2786282,human
2618,l,3125,0.19939905,human
2619,l,3125,0.0064086914,human
2620,l,3125,0.25462922,human
2621,l,3125,0.039935954,human
2622,l,3125,0.02685301,human
2623,l,3125,0.40148459999999997,human
2624,l,3125,0.03639866,human
2625,l,3125,0.10089093,human
2626,l,3125,0.30502358,human
2627,l,3125,0.12693959999999999,human
2628,l,3125,0.20839658,human
2629,l,3125,0.034513097,human
2630,l,3125,0.09394901,human
2631,l,3125,0.055768944,human
2632,l,3125,0.08637348,human
2633,l,3125,0.16331999,human
2634,l,3125,0.028385026,human
2635,l,3125,0.74954444,human
2636,l,3125,0.034041706000000005,human
2637,l,3125,0.119997114,human
2638,l,3125,0.014513801000000002,human
2639,l,3125,0.09915545,human
2640,l,3125,0.15600902,human
2641,l,3125,0.032391842000000004,human
2642,l,3125,0.6852916,human
2643,l,3125,0.45243698,human
2644,l,3125,0.32867759999999996,human
2645,l,3125,0.032156147,human
2646,l,3125,0.55739564,human
2647,l,3125,0.039226998,human
2648,l,3125,0.024731753000000002,human
2649,l,3125,0.033334624,human
2650,l,3125,0.91625386,human
2651,l,3125,0.6744087,human
2652,l,3125,0.00823077,human
2653,l,3125,0.033334624,human
2654,l,3125,0.043646812,human
2655,l,3125,0.5779532,human
2656,l,3125,0.01608456,human
2657,l,3125,0.029917045000000003,human
2658,l,3125,0.09958932000000001,human
2659,l,3125,0.39669925,human
2660,l,3125,0.11357342000000001,human
2661,l,3125,0.30854854,human
2662,l,3125,0.78207105,human
2663,l,3125,0.14082454,human
2664,l,3125,0.01847211,human
2665,l,3125,0.024967449000000003,human
2666,l,3125,0.11326340600000001,human
2667,l,3125,0.36043653000000003,human
2668,l,3125,0.36095104,human
2669,l,3125,0.015079274,human
2670,l,3125,0.035220183,human
2671,l,3125,0.040430736,human
2672,l,3125,0.4421347,human
2673,l,3125,0.026263772,human
2674,l,3125,0.36095104,human
2675,l,3125,0.05378982,human
2676,l,3125,0.20219094,human
2677,l,3125,0.60152835,human
2678,l,3125,0.49777439999999995,human
2679,l,3125,0.11192002000000001,human
2680,l,3125,0.045873325,human
2681,l,3125,0.4269174,human
2682,l,3125,0.78711975,human
2683,l,3125,0.07845957,human
2684,l,3125,0.7761081,human
2685,l,3125,0.5198077600000001,human
2686,l,3125,0.036870047,human
2687,l,3125,0.18459146,human
2688,l,3125,0.5566829,human
2689,l,3125,0.36095104,human
2690,l,3125,0.09394901,human
2691,l,3125,0.13041082,human
2692,l,3125,0.05354243,human
2693,l,3125,0.11295339500000001,human
2694,l,3125,0.055026773,human
2695,l,3125,0.02072494,human
2696,l,3125,0.07371122000000001,human
2697,l,3125,0.049584184,human
2698,l,3125,0.08637348,human
2699,l,3125,0.06025757,human
2700,l,3125,0.19939905,human
2701,l,3125,0.02308189,human
2702,l,3125,0.012628891500000001,human
2703,l,3125,0.25462922,human
2704,l,3125,0.1100022,human
2705,l,3125,0.054037213,human
2706,l,3125,0.032627538000000005,human
2707,l,3125,0.04067813,human
2708,l,3125,0.021549871,human
2709,l,3125,0.019226074000000003,human
2710,l,3125,0.030034892,human
2711,l,3125,0.568186,human
2712,l,3125,0.11826149999999999,human
2713,l,3125,0.18174082,human
2714,l,3125,0.032156147,human
2715,l,3125,0.023199737,human
2716,l,3125,0.28548008,human
2717,l,3125,0.06975426500000001,human
2718,l,3125,0.08716487,human
2719,l,3125,0.23667802000000002,human
2720,l,3125,0.48021027,human
2721,l,3125,0.33421695,human
2722,l,3125,0.019100413,human
2723,l,3125,0.013634177,human
2724,l,3125,0.22177623,human
2725,l,3125,0.39669925,human
2726,l,3125,0.031213367000000002,human
2727,l,3125,0.30427247,human
2728,l,3125,0.11429678,human
2729,l,3125,0.010869644000000001,human
2730,l,3125,0.25462922,human
2731,l,3125,0.6989911,human
2732,l,3125,0.017215505000000002,human
2733,l,3125,0.09112182,human
2734,l,3125,0.4402136,human
2735,l,3125,0.74954444,human
2736,l,3125,0.5198077600000001,human
2737,l,3125,0.1893425,human
2738,l,3125,0.02449606,human
2739,l,3125,0.15987846,human
2740,l,3125,0.2854903,human
2741,l,3125,0.22177623,human
2742,l,3125,0.022374803000000002,human
2743,l,3125,0.021314176,human
2744,l,3125,0.1140901,human
2745,l,3125,0.015142105000000001,human
2746,l,3125,0.09655223,human
2747,l,3125,0.4274071,human
2748,l,3125,0.013005874,human
2749,l,3125,0.11171334000000001,human
2750,l,3125,0.054284602,human
2751,l,3125,0.015267765,human
2752,l,3125,0.4398409,human
2753,l,3125,0.32919475,human
2754,l,3125,0.123468354,human
2755,l,3125,0.019351736,human
2756,l,3125,0.30427247,human
2757,l,3125,0.020960633000000003,human
2758,l,3125,0.039462693,human
2759,l,3125,0.25915736,human
2760,l,3125,0.06817148,human
2761,l,3125,0.15656179,human
2762,l,3125,0.030977672,human
2763,l,3125,0.022256956,human
2764,l,3125,0.013885498000000001,human
2765,l,3125,0.5885171,human
2766,l,3125,0.016838523,human
2767,l,3125,0.009298885,human
2768,l,3125,0.008419261,human
2769,l,3125,0.039935954,human
2770,l,3125,0.0143253105,human
2771,l,3125,0.19986437,human
2772,l,3125,0.017718147,human
2773,l,3125,0.013320025000000001,human
2774,l,3125,0.011435116,human
2775,l,3125,0.039935954,human
2776,l,3125,0.026970858,human
2777,l,3125,0.03969839,human
2778,l,3125,0.054779384,human
2779,l,3125,0.067380086,human
2780,l,3125,0.52811706,human
2781,l,3125,0.07371122000000001,human
2782,l,3125,0.10392801500000001,human
2783,l,3125,0.021314176,human
2784,l,3125,0.16851899,human
2785,l,3125,0.2853768,human
2786,l,3125,0.11192002000000001,human
2787,l,3125,0.08004235,human
2788,l,3125,0.3389984,human
