affiliation,model_size,type,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,THREAT,PROFANITY,ATTACK_ON_AUTHOR,ATTACK_ON_COMMENTER,INFLAMMATORY,LIKELY_TO_REJECT,SPAM,INCOHERENT,UNSUBSTANTIAL,SEXUALLY_EXPLICIT,OBSCENE
progressive,625,model,0.028031485,0.0014305115,0.005919657,0.010134893,0.0083886795,0.016103793,0.084896944,0.19070742,0.1752302,0.7078787,0.64247125,0.6748669,0.86488307,0.012798046,0.07949064
progressive,625,model,0.010681152,0.000538826,0.0036812867,0.007322875,0.006058442,0.00997221,0.06906783,0.59201556,0.21021888,0.522748,0.03538981,0.40077773,0.8155946,0.0035828631,0.022811487
progressive,625,model,0.26859093,0.0065612793,0.007547563,0.16780703,0.0071199946,0.14490221,0.55852556,0.8391753,0.1932207,0.84659445,0.002001493,0.06556191,0.9366778,0.053520087,0.005286364
progressive,625,model,0.45549932,0.0125103295,0.009064475,0.4810288,0.025789235,0.16031636,0.21228753,0.29403794,0.35284027,0.25404945,0.014308187,0.36109364,0.71846634,0.010969753,0.03513212
progressive,625,model,0.1100022,0.0016307831,0.0061416444,0.047935467,0.00866054,0.013849284,0.004091404,0.02325504,0.2829488,0.4734965,0.015855784,0.49278554,0.66655153,0.0055733426,0.014908745
progressive,625,model,0.032627538,0.0014305115,0.0026638457,0.011198899,0.012492486,0.013336895,0.03153953,0.12714148,0.5479375,0.653939,0.011938602,0.50297564,0.84523,0.0087286215,0.10323853
progressive,625,model,0.09033044,0.0039863586,0.00880549,0.0314771,0.007598988,0.053435806,0.034522932,0.31688383,0.1544401,0.9215016,0.021961015,0.5056369,0.8923531,0.02937063,0.08168336
progressive,625,model,0.09568449,0.0031089783,0.0048097214,0.024640027,0.018710058,0.019075647,0.072106026,0.08838521,0.67243063,0.88197994,0.093187444,0.9329897,0.7582824,0.010321004,0.7338398
progressive,625,model,0.009110395,0.00066280365,0.0021181274,0.007018873,0.006912862,0.010501678,0.016636841,0.054977577,0.11775053,0.17833263,0.014565356,0.23127624,0.50572795,0.0043643108,0.016353521
progressive,625,model,0.015707577,0.0010728836,0.0024788564,0.007816878,0.0072753434,0.013644327,0.035295393,0.21809635,0.117137775,0.5924795,0.020160057,0.44016808,0.8923531,0.0080798725,0.024315156
progressive,625,model,0.36095104,0.0065994263,0.05089863,0.37733194,0.008311004,0.051181246,0.24156052,0.8391753,0.7150757,0.9042042,0.01610064,0.57074887,0.5316622,0.011382594,0.01136886
progressive,625,model,0.04686289,0.0011920929,0.002626848,0.023093075,0.006375613,0.013610168,0.16553923,0.06366806,0.8087505,0.6653153,0.041094054,0.77829367,0.751994,0.0051310137,0.3748907
progressive,625,model,0.025085296,0.00074386597,0.006437627,0.01309891,0.0065827454,0.010450439,0.0077633196,0.07432112,0.2391275,0.33283657,0.0038985545,0.16639824,0.74602616,0.0035386302,0.02762705
progressive,625,model,0.103494145,0.0017166138,0.016259583,0.032689095,0.00756015,0.017436003,0.016644333,0.07008572,0.3428987,0.5238614,0.040229034,0.8201231,0.79170156,0.007401635,0.040074106
progressive,625,model,0.37340668,0.0036621094,0.006363631,0.40243408,0.006420923,0.038154904,0.5168742,0.91189426,0.37569344,0.36550048,0.06051667,0.7365352,0.42418203,0.0035828631,0.031506464
progressive,625,model,0.1883923,0.011367798,0.0103594,0.020643732,0.25272974,0.023106437,0.020740516,0.12841095,0.19731903,0.80198413,0.017784059,0.44412366,0.92927784,0.009141461,0.037213318
progressive,625,model,0.33421695,0.01159668,0.008916483,0.21836096,0.009696201,0.08904689,0.49111116,0.7325731,0.43931055,0.79907584,0.16825075,0.7707132,0.6757728,0.052283376,0.56275594
progressive,625,model,0.03545588,0.0006914139,0.0027008436,0.02012808,0.0064532873,0.010621235,0.0019241727,0.013049159,0.18703686,0.14685361,0.0037922969,0.08775587,0.080871776,0.0034943973,0.01920104
progressive,625,model,0.015896067,0.00059604645,0.0037552824,0.009146886,0.00636914,0.010774951,0.016675929,0.058418307,0.24946906,0.27853006,0.033751026,0.45268732,0.5845806,0.0047181738,0.033047915
progressive,625,model,0.09611836,0.002002716,0.01139534,0.033019636,0.0068999166,0.0157622,0.39414167,0.36070964,0.62643075,0.87923026,0.104885496,0.7822507,0.80840147,0.009495324,0.20820232
progressive,625,model,0.24442963,0.01302678,0.10221587,0.036214896,0.01254427,0.047674157,0.019774966,0.34018058,0.8294702,0.8648474,0.006718587,0.2571511,0.6067387,0.01981633,0.12745833
progressive,625,model,0.15987846,0.002670288,0.00569767,0.077136256,0.007029374,0.022218296,0.0147401355,0.03779504,0.4071466,0.6588662,0.006832768,0.46422517,0.72937065,0.010969753,0.039638236
progressive,625,model,0.02308189,0.0020980835,0.0068076057,0.0107048955,0.00948907,0.021330157,0.015547736,0.1851807,0.04523236,0.9203619,0.059486337,0.46619648,0.8619311,0.015805881,0.020237306
progressive,625,model,0.4274071,0.013414118,0.04435511,0.46625584,0.010239923,0.1352073,0.32691252,0.10080969,0.7079002,0.653939,0.013905448,0.5381567,0.8579436,0.02665768,0.0723823
progressive,625,model,0.03545588,0.00092983246,0.005401687,0.015720926,0.0067445673,0.012380436,0.07842877,0.31986162,0.5680319,0.5854045,0.009280223,0.45432696,0.77367485,0.004688685,0.047169715
progressive,625,model,0.017592486,0.0013923645,0.004439743,0.009507888,0.007624879,0.016752819,0.14427848,0.678727,0.15333343,0.611191,0.04787263,0.2252122,0.83202654,0.012031343,0.04623403
progressive,625,model,0.05230548,0.0010442734,0.011987305,0.023608726,0.006427396,0.01086035,0.19252184,0.5952067,0.4370311,0.4297465,0.033834063,0.44263336,0.62106866,0.0032879773,0.04472496
progressive,625,model,0.03828422,0.0011968613,0.0047727237,0.015568925,0.009023022,0.012551232,0.033741105,0.01526147,0.44107535,0.5147178,0.062761374,0.6801568,0.59790295,0.0072836806,0.14176863
progressive,625,model,0.42985553,0.019611536,0.073429056,0.40243408,0.34804323,0.10301965,0.01473793,0.07165753,0.73726517,0.823526,0.0033437079,0.12038239,0.83153397,0.01769315,0.03623251
progressive,3125,human,0.8252207,0.04397394,0.04306607,0.8204276,0.01119791,0.2882351,0.07210166,0.59201556,0.76858115,0.948278,0.015142752,0.8215117,0.34992206,0.030904036,0.61386806
progressive,3125,human,0.60254884,0.023076924,0.050443888,0.65231085,0.01187109,0.11354194,0.003295577,0.013711289,0.81754726,0.78887165,0.0068238312,0.3648555,0.4596547,0.03420676,0.11884272
progressive,3125,human,0.025792383,0.0008678436,0.0065486208,0.011882903,0.0069905366,0.012926984,0.0031938648,0.046107266,0.11936628,0.47876522,0.065447025,0.58482563,0.86149126,0.0066349315,0.015542208
progressive,3125,human,0.62702215,0.16960317,0.07673789,0.38852,0.6943677,0.18171974,0.0010720735,0.024697147,0.94666666,0.6780513,0.005571011,0.25842553,0.25833714,0.01686747,0.06079481
progressive,3125,human,0.6611249,0.08595808,0.058401883,0.5739874,0.012130005,0.54024357,0.1308196,0.59201556,0.6443724,0.7885093,0.13735962,0.8512894,0.39323476,0.044686433,0.53882146
progressive,3125,human,0.17718399,0.008621216,0.019475231,0.029714199,0.03407705,0.07740857,0.1713434,0.42069954,0.17662403,0.81386137,0.062054563,0.6753853,0.9440822,0.045746468,0.025547089
progressive,3125,human,0.016712861,0.0012874603,0.0048097214,0.0088618845,0.008090926,0.014669105,0.050688222,0.3363369,0.081335805,0.5572869,0.050404217,0.5347678,0.8662558,0.009200439,0.013464256
progressive,3125,human,0.12867521,0.0016403198,0.015355183,0.07016616,0.0066086366,0.015728042,0.24801517,0.91189426,0.37991288,0.6514617,0.03242395,0.6193598,0.59667283,0.004895105,0.01401801
progressive,3125,human,0.06896287,0.0012588501,0.021786476,0.022770792,0.006874025,0.013439372,0.0110216085,0.04397537,0.26788816,0.44303218,0.21020125,0.9329897,0.69030756,0.004747662,0.029657537
progressive,3125,human,0.06579731,0.0015544891,0.0030153254,0.02567133,0.0077025536,0.017572641,0.4666483,0.33740973,0.5490949,0.7179567,0.022814361,0.47138634,0.8923531,0.009082484,0.15729958
progressive,3125,human,0.20149297,0.0024986267,0.017364962,0.15556364,0.008065036,0.020442016,0.013933132,0.15012838,0.22746435,0.12690799,0.016329609,0.21660782,0.08323066,0.006959306,0.022089537
progressive,3125,human,0.6827122,0.027833538,0.03894114,0.71027446,0.030969119,0.26634997,0.19359547,0.23265459,0.91207314,0.7206309,0.0008270713,0.15842408,0.4353636,0.04115297,0.061022583
progressive,3125,human,0.029445656,0.0012302399,0.0028118372,0.012224905,0.0070034824,0.014703264,0.056363497,0.2448783,0.14555223,0.7845298,0.03834591,0.61841214,0.9592708,0.008433735,0.02841733
progressive,3125,human,0.039462693,0.0013542175,0.0029413297,0.01890341,0.0067769317,0.013371054,0.12901358,0.09504046,0.16069968,0.7700745,0.022332484,0.4408207,0.94421285,0.00625158,0.045996025
progressive,3125,human,0.4269174,0.007896423,0.011469335,0.489133,0.009799767,0.09034003,0.024433972,0.03206856,0.43767005,0.5611024,0.004995115,0.51726866,0.7594216,0.011618502,0.10583175
progressive,3125,human,0.03545588,0.0012779236,0.0036627878,0.0114269,0.011689849,0.012346277,0.08243158,0.31010297,0.42389345,0.5115895,0.48860255,0.7866168,0.58824325,0.0042463564,0.14813873
progressive,3125,human,0.45761138,0.017997624,0.03919895,0.5130944,0.010265815,0.26583168,0.107128374,0.16536383,0.6297377,0.4869972,0.43192437,0.82930815,0.25883543,0.029252676,0.94219655
progressive,3125,human,0.0061573703,0.0005173683,0.0018313939,0.0062493687,0.0060908063,0.010006369,0.01697718,0.115328185,0.13650714,0.24681133,0.038511857,0.3758543,0.776667,0.003980959,0.016505683
progressive,3125,human,0.37576625,0.013607788,0.14661247,0.36939126,0.0077284453,0.22213541,0.093872555,0.27231067,0.84294665,0.9974353,0.009110061,0.46836337,0.5881409,0.03420676,0.9254658
progressive,3125,human,0.6852916,0.02453801,0.041003603,0.6675394,0.011405042,0.473824,0.010647152,0.008608203,0.7079002,0.9203619,0.0033124222,0.020583685,0.06605848,0.03903289,0.98868257
progressive,3125,human,0.1991664,0.0022792816,0.0066596144,0.1469393,0.008556974,0.014498309,0.047039133,0.016900288,0.1784211,0.21216479,0.032399043,0.4392103,0.54349655,0.004482265,0.30082783
progressive,3125,human,0.009927189,0.000910759,0.0031818156,0.0067338715,0.007521313,0.012926984,0.16408645,0.06376676,0.052483417,0.81212157,0.4930579,0.70057535,0.8551393,0.01020305,0.026707567
progressive,3125,human,0.011183795,0.00051021576,0.002848835,0.008234881,0.006039023,0.010160086,0.014579944,0.012396338,0.49024746,0.41981977,0.0612081,0.6888225,0.6320903,0.0037745389,0.046926435
progressive,3125,human,0.16331999,0.007095337,0.008176526,0.021417208,0.13279422,0.025497584,0.002331403,0.011166158,0.45098403,0.8834249,0.040752552,0.7574707,0.751994,0.013387818,0.04907078
progressive,3125,human,0.37751234,0.015350811,0.009175468,0.16875735,0.011819307,0.40185395,0.01331873,0.018951833,0.7113021,0.921151,0.04332075,0.49730682,0.1861244,0.03184767,0.9830818
progressive,3125,human,0.47886392,0.01573815,0.10221587,0.53014356,0.011146127,0.1352073,0.024432546,0.0018180907,0.6589865,0.9950574,0.2713243,0.7876046,0.008895429,0.016277699,0.9849856
progressive,3125,human,0.72028047,0.024631912,0.10221587,0.68668073,0.011172019,0.29209393,0.43424296,0.7118886,0.45081702,0.8372814,0.04195118,0.45538655,0.8551393,0.024062686,0.10835207
progressive,3125,human,0.7510937,0.023076924,0.032753747,0.7827088,0.008155655,0.13608865,0.20452008,0.53916234,0.8609376,0.6439168,0.003388018,0.16250257,0.5573451,0.009495324,0.020408977
progressive,3125,human,0.6827122,0.13336399,0.10221587,0.6306599,0.023889944,0.570067,0.019219762,0.104518466,0.57479125,0.9979535,0.0020831926,0.032450832,0.022549752,0.28650177,0.9912106
progressive,3125,human,0.9288007,0.35368225,0.10221587,0.6675394,0.10696311,0.87472564,0.23024307,0.5527523,0.37001577,0.99945533,0.023945302,0.05911113,0.19342586,0.15967491,0.9907861
progressive,3125,human,0.38434127,0.022322904,0.022791367,0.28997475,0.008634649,0.39409557,0.49615988,0.8700306,0.5680319,0.92300516,0.124968946,0.6798593,0.6176622,0.07602672,0.41260487
progressive,3125,human,0.103494145,0.0025939941,0.027815815,0.024768941,0.0116639575,0.014088398,0.009728937,0.085786864,0.816008,0.715737,0.018237844,0.4961815,0.62550753,0.0064874887,0.048385426
progressive,3125,human,0.47119883,0.023974609,0.07591068,0.24287975,0.5195707,0.11292298,0.026017783,0.15795173,0.566228,0.7680407,0.0059079486,0.1947618,0.8325243,0.016277699,0.044129357
progressive,3125,human,0.78711975,0.34962174,0.16801116,0.5678696,0.05721026,0.77181685,0.0087325955,0.03511266,0.5851878,0.9785962,0.05700776,0.55311596,0.24122763,0.18179424,0.9830818
progressive,3125,human,0.4269174,0.01754573,0.15731181,0.44464502,0.04098356,0.1719469,0.004122966,0.033390675,0.90887594,0.9010731,0.005901059,0.4642091,0.5219545,0.01958042,0.20988227
progressive,3125,human,0.050078966,0.0013637543,0.0064006294,0.01640493,0.010291707,0.01261955,0.0026820174,0.034535885,0.22133605,0.5845211,0.08840135,0.8648022,0.79885787,0.0042168675,0.023123058
progressive,3125,human,0.15213956,0.0044822693,0.011617327,0.06302499,0.00948907,0.052183274,0.011286674,0.04309054,0.164714,0.7662903,0.14239486,0.88670176,0.78259796,0.021231782,0.06551479
progressive,3125,human,0.38434127,0.015350811,0.01274247,0.336253,0.009696201,0.36230123,0.004967734,0.077057846,0.78136444,0.6101525,0.014867089,0.78237027,0.30194116,0.040446278,0.6356978
progressive,3125,human,0.048842013,0.0010728836,0.0032373124,0.023093075,0.0071847234,0.012107162,0.00529424,0.03968695,0.2516797,0.6326205,0.013827035,0.45543447,0.777221,0.005337434,0.04207766
progressive,3125,human,0.509388,0.023076924,0.09659086,0.5678696,0.017156094,0.14402086,0.0209131,0.018034512,0.8147743,0.9215016,0.08654295,0.91678244,0.18856381,0.040976297,0.21210444
progressive,3125,human,0.08874765,0.0019359589,0.0059936526,0.029273475,0.010162249,0.014190876,0.0068370276,0.025397865,0.18308336,0.5429693,0.01774657,0.4214451,0.804679,0.005396411,0.021459758
progressive,3125,human,0.014136819,0.00052690506,0.0029043318,0.009051885,0.006162008,0.010330882,0.0020938516,0.006901936,0.19247139,0.1651799,0.00963978,0.44306707,0.20787762,0.004541242,0.06417162
progressive,3125,human,0.33421695,0.018191293,0.014249804,0.24171697,0.06270605,0.04065997,0.014114235,0.18893899,0.30775654,0.9248177,0.06441797,0.7738284,0.72058773,0.01958042,0.43573466
progressive,3125,human,0.1991664,0.00579834,0.006289636,0.077136256,0.05753354,0.058445938,0.14919065,0.3394059,0.8054312,0.6859284,0.14233358,0.67865306,0.58246654,0.028309042,0.85532147
progressive,3125,human,0.6289369,0.023076924,0.022791367,0.6336687,0.020782012,0.2258264,0.022997022,0.91189426,0.2910499,0.8465694,0.0043114396,0.69928753,0.25338665,0.01686747,0.0876032
progressive,3125,human,0.83334327,0.03321367,0.15517195,0.84251964,0.009385503,0.2980872,0.106297866,0.68870056,0.88178986,0.81337893,0.0018172364,0.10781367,0.43510932,0.023472913,0.044146005
progressive,3125,human,0.0665887,0.0037193298,0.011173353,0.018710041,0.009256045,0.044668075,0.16688189,0.124131694,0.24718319,0.5854045,0.44711515,0.79436374,0.8314521,0.0353863,0.4395984
progressive,3125,human,0.063027434,0.001001358,0.002552852,0.029163294,0.007249452,0.012038844,0.32117257,0.9262457,0.1522916,0.5194837,0.007171785,0.15863606,0.7304903,0.0034206759,0.004721758
progressive,3125,human,0.45751464,0.01121521,0.014350293,0.5130944,0.008039144,0.119731516,0.13904311,0.17996709,0.49504307,0.4001254,0.0019666809,0.22546154,0.67730427,0.021113826,0.041843835
progressive,3125,human,0.27975297,0.017610285,0.015254694,0.054962315,0.13616586,0.11601777,0.059122007,0.1801053,0.5475923,0.7315025,0.03033142,0.7215442,0.8579436,0.0665939,0.066457346
progressive,3125,model,0.051068526,0.0011014938,0.007917541,0.01961243,0.0063950317,0.017436003,0.11223162,0.2590458,0.23205155,0.55470085,0.40882736,0.7759327,0.8307522,0.0068118633,0.031463664
progressive,3125,model,0.1641865,0.0038719177,0.0543092,0.06617179,0.009981008,0.019280603,0.0075449036,0.07228055,0.708307,0.62425166,0.023029622,0.63082796,0.5807198,0.00855169,0.083767325
progressive,3125,model,0.026617315,0.00069618225,0.0038107792,0.01313691,0.0059904763,0.010945748,0.12179431,0.3188689,0.20758238,0.55579513,0.033199113,0.68354434,0.83107805,0.0034059316,0.0737858
progressive,3125,model,0.6491204,0.35184112,0.12208464,0.5935568,0.31092548,0.46460027,0.0041392082,0.011611211,0.5680319,0.99542147,0.020774553,0.18177101,0.013320213,0.24355055,0.98813224
progressive,3125,model,0.25462922,0.008354187,0.01565665,0.083359696,0.2836219,0.036401358,0.00050328206,0.00037917693,0.09039428,0.099720515,0.003911637,0.06223642,0.011222849,0.008256803,0.003960555
progressive,3125,model,0.2191003,0.011749268,0.018068384,0.020063626,0.22514746,0.025907494,0.024148276,0.18816781,0.44068867,0.76324236,0.04170218,0.4487527,0.83942205,0.012326228,0.019815108
progressive,3125,model,0.38811707,0.013155893,0.018168874,0.37619758,0.010162249,0.1554785,0.06565612,0.71126145,0.43649742,0.9185184,0.16394459,0.7013654,0.8319626,0.023001095,0.24149458
progressive,3125,model,0.28087774,0.0051498413,0.22261032,0.15698463,0.007340072,0.017299367,0.3460126,0.91189426,0.5485717,0.7874282,0.009379123,0.46436796,0.49785134,0.007313169,0.07611275
progressive,3125,model,0.015519086,0.0014972687,0.0047357255,0.008557882,0.008013252,0.017299367,0.031860627,0.036384,0.09709453,0.47061813,0.034461886,0.37854505,0.85957754,0.0150981555,0.048458565
progressive,3125,model,0.06381883,0.0016880035,0.0032743104,0.015644927,0.017674083,0.014361672,0.04757663,0.3057778,0.18529312,0.34549388,0.023181213,0.57440037,0.7807593,0.0067823743,0.06713921
progressive,3125,model,0.30502358,0.0045394897,0.0091384705,0.30797598,0.008815889,0.016889455,0.035066914,0.03720136,0.5680319,0.19309603,0.0057162177,0.22757679,0.3573528,0.0061926027,0.039201193
progressive,3125,model,0.05304765,0.0011730194,0.0051797,0.021159383,0.006763986,0.019075647,0.05056958,0.5989487,0.2465067,0.6971377,0.02922507,0.56042224,0.751994,0.005750274,0.38850087
progressive,3125,model,0.4269174,0.023076924,0.09328204,0.40698266,0.071698055,0.34827787,0.017863346,0.39740232,0.72231936,0.9248177,0.0035565062,0.07409064,0.099427186,0.08197963,0.9830818
progressive,3125,model,0.010743983,0.00096797943,0.0028673338,0.007664877,0.007145886,0.013029462,0.8373526,0.23753999,0.15402412,0.26880312,0.3209152,0.48561987,0.8069809,0.0108517995,0.06828889
progressive,3125,model,0.2043827,0.0036239624,0.014852738,0.11464815,0.011638066,0.020988565,0.08505749,0.36112222,0.643865,0.653646,0.095277585,0.7961035,0.77453387,0.0073426575,0.05298234
progressive,3125,model,0.03592727,0.0020599365,0.006030651,0.012376905,0.009307829,0.023379711,0.2544368,0.080049835,0.07467829,0.53075945,0.47907928,0.83466136,0.8152351,0.017339287,0.07920627
progressive,3125,model,0.11479026,0.0018978119,0.014249804,0.061276767,0.0063885585,0.014498309,0.041833725,0.103807904,0.26089472,0.5680033,0.04586876,0.696884,0.7562889,0.0053079454,0.045041937
progressive,3125,model,0.7252971,0.024631912,0.28034934,0.7418356,0.009722093,0.39409557,0.0067848647,0.008996698,0.5680319,0.97106767,0.0078519005,0.1825736,0.012121563,0.033263125,0.9892319
progressive,3125,model,0.021314176,0.00064373016,0.0016834025,0.012072904,0.006433869,0.010894509,0.09846687,0.90570337,0.14052694,0.19254458,0.009876509,0.15598418,0.17720254,0.0045707305,0.012340021
progressive,3125,model,0.6667219,0.0475607,0.109318495,0.4339631,0.011430934,0.70864636,0.0041207653,0.040886257,0.42811227,0.99836236,0.010575182,0.091159165,0.06741271,0.10221952,0.99369305
progressive,3125,model,0.40060925,0.017222947,0.013445892,0.24928534,0.012285355,0.45028755,0.019143779,0.2548465,0.7575379,0.9203619,0.016844194,0.07049726,0.34300438,0.03956291,0.9830818
progressive,3125,model,0.02543884,0.0014019012,0.002830336,0.0107048955,0.008285114,0.015659723,0.037136544,0.13613196,0.094235614,0.7870251,0.07895138,0.6130865,0.9592708,0.01102873,0.03105312
progressive,3125,model,0.47323486,0.020386212,0.025203101,0.4962726,0.010058682,0.3351773,0.057697117,0.07573364,0.71745974,0.5472058,0.034596026,0.64081115,0.68745476,0.19004935,0.4395596
progressive,3125,model,0.033806015,0.0010824203,0.002210622,0.013516913,0.008323951,0.011509376,0.1088192,0.109588675,0.23186366,0.5279933,0.012293989,0.44301394,0.90117806,0.004187379,0.03727923
progressive,3125,model,0.18744208,0.0018596649,0.0076585566,0.14331897,0.0070164283,0.021466793,0.046936333,0.37320438,0.5107371,0.5279933,0.09774849,0.75432986,0.49758455,0.006516977,0.533634
progressive,3125,model,0.3389984,0.023076924,0.10221587,0.21836096,0.056240413,0.2124067,0.038929638,0.13328019,0.5680319,0.8609716,0.064297885,0.89023095,0.79885787,0.07840788,0.79663384
progressive,3125,model,0.112643376,0.0030136108,0.00776955,0.058475737,0.0077284453,0.022559889,0.626441,0.31124032,0.60388994,0.87923026,0.4689775,0.89032257,0.2813322,0.010026119,0.9077737
progressive,3125,model,0.75208336,0.023076924,0.13377325,0.7827088,0.011146127,0.38483799,0.04203516,0.30840394,0.8797106,0.48949364,0.022803314,0.43542832,0.4765551,0.027011544,0.083858356
progressive,3125,model,0.47119883,0.015157142,0.035847444,0.5130944,0.042662576,0.12815644,0.032871254,0.23599657,0.72727144,0.766772,0.04885873,0.7116742,0.72937065,0.010497936,0.15166073
progressive,3125,model,0.46716887,0.02411546,0.36702603,0.46173862,0.012906751,0.40670946,0.015791178,0.08055509,0.63893,0.6173781,0.008816308,0.37542748,0.40383798,0.0706691,0.01876286
progressive,3125,model,0.06263174,0.0014305115,0.0049577127,0.026702631,0.0074824756,0.013063621,0.008482235,0.07532125,0.5680319,0.83954763,0.024304718,0.8787642,0.677737,0.0055733426,0.77399653
progressive,3125,model,0.09828771,0.0020313263,0.005512681,0.047349896,0.0077284453,0.020988565,0.013724218,0.124277614,0.3546738,0.80997324,0.009633864,0.5154113,0.8314755,0.00896453,0.39221087
progressive,3125,model,0.23198941,0.0025177002,0.00725158,0.16773392,0.008789998,0.015113175,0.035149492,0.075941704,0.65018505,0.5854045,0.008018688,0.32456094,0.72937065,0.004187379,0.045699004
progressive,3125,model,0.33836752,0.004634857,0.010507392,0.37392882,0.013372798,0.029596692,0.013383828,0.021965276,0.75058323,0.5854045,0.13984963,0.78754514,0.2868765,0.009259416,0.70483315
progressive,3125,model,0.063027434,0.003414154,0.0037182847,0.020192537,0.007301235,0.04366605,0.02873581,0.22483231,0.18786265,0.9248177,0.03182468,0.66339785,0.9440822,0.021585643,0.18737899
progressive,3125,model,0.024613906,0.0010490417,0.0017851467,0.011958904,0.0076507707,0.012073003,0.06787192,0.17204921,0.1910652,0.5279933,0.38128996,0.85570914,0.8126644,0.006959306,0.38542607
progressive,3125,model,0.034984488,0.00088214874,0.006178642,0.018129934,0.006485652,0.013029462,0.004247659,0.2158266,0.56490296,0.36642632,0.015977062,0.74395216,0.18909612,0.006222091,0.07486468
progressive,3125,model,0.1140901,0.0031471252,0.006881601,0.04149419,0.010084574,0.027000591,0.26826042,0.13036112,0.18168612,0.18958355,0.3462914,0.89032257,0.6370513,0.015452018,0.13915706
progressive,3125,model,0.30514878,0.008583069,0.1508922,0.21836096,0.019746035,0.024267852,0.020321123,0.10786526,0.8749829,0.809063,0.0047523635,0.3001624,0.68460065,0.009259416,0.037303746
progressive,3125,model,0.5885171,0.16960317,0.16993292,0.24928534,0.6400273,0.26614267,0.36655945,0.28337112,0.49756387,0.80977404,0.074127,0.6409101,0.83228904,0.058113586,0.585443
progressive,3125,model,0.07212844,0.003452301,0.007288578,0.017807651,0.011922873,0.026044132,0.046668496,0.37457535,0.061276577,0.5279933,0.41222572,0.48460785,0.8307522,0.021231782,0.014576501
progressive,3125,model,0.046120718,0.002670288,0.0065486208,0.014732921,0.009256045,0.024131214,0.4806364,0.34294334,0.14529201,0.7131322,0.48270163,0.7294691,0.83542955,0.019698374,0.114756696
progressive,3125,model,0.10002319,0.0021457672,0.008065533,0.03511308,0.008634649,0.02249157,0.82237184,0.70957935,0.39178947,0.8944726,0.022998294,0.47294053,0.76298255,0.011382594,0.035502825
progressive,3125,model,0.02920996,0.0022411346,0.0073995716,0.010248893,0.011223801,0.022764845,0.08060592,0.098993726,0.065724134,0.86232793,0.28785113,0.6529011,0.9440822,0.027837224,0.022506833
progressive,3125,model,0.3308965,0.005683899,0.013948337,0.36709076,0.00823333,0.08355101,0.039862294,0.29061204,0.5105621,0.25015613,0.034563325,0.6704047,0.0722493,0.00979021,0.03154803
progressive,3125,model,0.15269235,0.0050735474,0.05089863,0.05964688,0.010576514,0.07514556,0.0948622,0.29495186,0.45947683,0.7654997,0.93560964,0.92537576,0.46358234,0.03231949,0.7247817
progressive,3125,model,0.034984488,0.0011444092,0.0031633168,0.014390918,0.009048914,0.013576009,0.10098534,0.101702824,0.28834826,0.30396423,0.0077542528,0.37382334,0.7828192,0.007726009,0.059362333
progressive,3125,model,0.13561769,0.002670288,0.016460562,0.045593183,0.010576514,0.014566627,0.0056988443,0.033224273,0.15654878,0.5854045,0.06458523,0.6765128,0.83242846,0.004747662,0.091349326
progressive,3125,model,0.123468354,0.003490448,0.0034223017,0.029273475,0.08089764,0.021330157,0.036715824,0.47625196,0.70818275,0.70000213,0.018111462,0.58309346,0.667842,0.014449406,0.08062238
progressive,3125,model,0.019980038,0.0014781952,0.004439743,0.008728883,0.008323951,0.014976538,0.041254032,0.08617156,0.11130315,0.39319313,0.02715531,0.3561715,0.8307522,0.012798046,0.07427698
conservative,25,human,0.057748068,0.0019168854,0.016862517,0.020901557,0.008789998,0.012961143,0.008253934,0.027659481,0.6507256,0.653939,0.05002164,0.56756514,0.77609617,0.007401635,0.20278439
conservative,25,human,0.023553278,0.0019264221,0.007991537,0.010020891,0.009230154,0.018392462,0.022141334,0.08264133,0.09603271,0.75231606,0.11633763,0.736508,0.9592708,0.014449406,0.02464812
conservative,25,human,0.014827953,0.00084400177,0.0030523231,0.008424882,0.0075083673,0.012858666,0.18108983,0.25648522,0.43260708,0.1621923,0.011692868,0.3876057,0.5869381,0.006163114,0.06796621
conservative,25,human,0.24282593,0.005455017,0.025605056,0.17858955,0.022335978,0.027683776,0.21329565,0.47346723,0.5451729,0.7676361,0.01506644,0.47340435,0.7661137,0.0108517995,0.027057527
conservative,25,human,0.10783285,0.0022602081,0.10221587,0.02567133,0.007197669,0.014839902,0.270156,0.26418522,0.8045096,0.53045374,0.014449422,0.63676316,0.57038814,0.014567361,0.06791686
conservative,25,human,0.21776234,0.009841919,0.009619443,0.046764325,0.13815513,0.029460056,0.22971182,0.6830008,0.3377289,0.69973963,0.3877239,0.89032257,0.75058883,0.013446795,0.21031064
conservative,25,human,0.09828771,0.00289917,0.01139534,0.034341812,0.009722093,0.023311393,0.006100658,0.014164171,0.4184651,0.5884493,0.34588233,0.9737991,0.2380093,0.010733845,0.34523886
conservative,25,human,0.0076338826,0.00077724457,0.0026638457,0.006676871,0.0063885585,0.01128734,0.012069327,0.24935718,0.0897726,0.7802397,0.03168001,0.44463545,0.7968012,0.004541242,0.012241124
conservative,25,human,0.39021665,0.018449519,0.46028158,0.29855028,0.018710058,0.08128801,0.28003904,0.7572944,0.8686093,0.78866,0.013449892,0.61961275,0.34182912,0.021821553,0.40588808
