affiliation,model_size,type,TOXICITY,SEVERE_TOXICITY,IDENTITY_ATTACK,INSULT,THREAT,PROFANITY,ATTACK_ON_AUTHOR,ATTACK_ON_COMMENTER,INFLAMMATORY,LIKELY_TO_REJECT,SPAM,INCOHERENT,UNSUBSTANTIAL,SEXUALLY_EXPLICIT,OBSCENE
progressive,125,human,0.11316007,0.002412796,0.0045322375,0.033901088,0.007793174,0.025907494,0.16172116,0.34034735,0.25718567,0.948278,0.20771001,0.6739485,0.9210114,0.0067823743,0.09397276
progressive,125,human,0.72028047,0.024631912,0.10221587,0.68668073,0.011172019,0.29209393,0.43424305,0.71188855,0.45081717,0.8372815,0.041951194,0.4553866,0.8551393,0.024062686,0.10835216
progressive,125,human,0.19124292,0.0027275085,0.01555616,0.15627414,0.0073789097,0.024199532,0.39765364,0.2419091,0.1881352,0.19087128,0.016009977,0.21359742,0.02750686,0.0076080547,0.0045498484
progressive,125,human,0.031449065,0.0012969971,0.00310782,0.0113889,0.011456826,0.012892825,0.019273642,0.036664907,0.47698286,0.263251,0.01841343,0.4313451,0.6027826,0.006222091,0.03637793
progressive,125,human,0.01847211,0.0013637543,0.0049577127,0.009526889,0.0070552654,0.014634945,0.00995393,0.052187778,0.09779855,0.78887165,0.0038841213,0.11143121,0.9206603,0.0067823743,0.010521297
progressive,125,human,0.8988238,0.35368225,0.10221587,0.7657292,0.1733226,0.70864636,0.074893385,0.6446046,0.70519483,0.9924806,0.0044062515,0.075053655,0.12908624,0.6358031,0.9832636
progressive,125,human,0.022610499,0.0008201599,0.0034592997,0.0114649,0.0075083673,0.011065305,0.13997407,0.41504875,0.5002084,0.5854045,0.13780376,0.9329897,0.73753625,0.004895105,0.25692776
progressive,125,human,0.7510937,0.16960317,0.10221587,0.4534306,0.008000307,0.7796426,0.0047228355,0.057854876,0.44943702,0.99860847,0.0011918481,0.020326098,0.08072115,0.13174853,0.99369305
progressive,125,human,0.42349213,0.012283325,0.014551271,0.47630358,0.008362788,0.11168506,0.037467837,0.09600662,0.35384095,0.5750131,0.008813813,0.51844954,0.62276685,0.020995872,0.083236255
progressive,125,human,0.103494145,0.0025939941,0.027815815,0.024768941,0.0116639575,0.014088398,0.009728941,0.085786894,0.8160073,0.715737,0.018237839,0.49618158,0.6255078,0.0064874887,0.048385393
progressive,125,human,0.50759226,0.023076924,0.08749158,0.50440645,0.008789998,0.37923992,0.0025206457,0.042546555,0.7041199,0.9203619,0.02442572,0.2739599,0.1448355,0.06376713,0.9832636
progressive,125,human,0.23415339,0.0048446655,0.011247349,0.100019015,0.010291707,0.044167064,0.023574768,0.7900208,0.34150925,0.7773665,0.048049353,0.7732097,0.4577764,0.016159745,0.051584158
progressive,125,human,0.6588125,0.10702737,0.08004672,0.46327567,0.010058682,0.6750904,0.003813968,0.007721169,0.43787086,0.9989688,0.00020173358,0.0062626097,0.021620963,0.34097108,0.99369305
progressive,125,human,0.23812068,0.003452301,0.0048837173,0.18107465,0.0068416605,0.043165036,0.044872444,0.20213322,0.80799395,0.8811433,0.023152705,0.6754878,0.60177004,0.02665768,0.77932024
progressive,125,human,0.071337044,0.0012779236,0.0051797,0.03158728,0.0061231707,0.012277958,0.009592265,0.061720733,0.1476073,0.27530983,0.012831667,0.47830182,0.39005354,0.005248968,0.02462973
progressive,125,human,0.33421695,0.018191293,0.014249804,0.24171697,0.06270605,0.04065997,0.014114239,0.18893914,0.30775666,0.9248177,0.064417936,0.77382845,0.7205879,0.01958042,0.43573475
progressive,125,human,0.015204934,0.0010633469,0.0030338243,0.008937885,0.0066151097,0.013405213,0.12527363,0.5841847,0.08698623,0.617943,0.07447916,0.59803146,0.751994,0.009908165,0.023194272
progressive,125,human,0.78207105,0.024960563,0.036105253,0.7967344,0.010964886,0.3778404,0.15416205,0.33229595,0.64896035,0.98130053,0.003590531,0.20528972,0.044562247,0.027247453,0.98387736
progressive,125,model,0.014073989,0.0010538101,0.004180758,0.008595883,0.007340072,0.013678487,0.023780107,0.047259793,0.108657934,0.44299257,0.05817232,0.6515221,0.6658062,0.012680092,0.22536182
progressive,125,model,0.2854699,0.0040626526,0.0046247323,0.27146968,0.008285114,0.038154904,0.07329939,0.2618752,0.46731946,0.7548905,0.23023799,0.9329897,0.68842965,0.009495324,0.49419957
progressive,125,model,0.05280026,0.0028419495,0.0065486208,0.017356457,0.0089712385,0.043165036,0.065354064,0.08462592,0.106881335,0.84656245,0.452152,0.9375,0.8311695,0.028898813,0.48320404
progressive,125,model,0.16591948,0.0022125244,0.012240025,0.083359696,0.008893564,0.016616182,0.11103591,0.34995598,0.5680319,0.56799316,0.005126119,0.43937376,0.72180593,0.0049245935,0.07006538
progressive,125,model,0.009613037,0.0011253357,0.00258985,0.0070378734,0.007521313,0.013610168,0.05778731,0.13884902,0.04453644,0.81093645,0.13600741,0.61198705,0.9207183,0.009023507,0.019580035
progressive,125,model,0.112850055,0.002784729,0.10221587,0.025800243,0.0064079775,0.015386449,0.047433972,0.2854277,0.54521966,0.653939,0.045809425,0.5850049,0.751994,0.00604516,0.050311092
progressive,125,model,0.021785567,0.0015640259,0.0060676485,0.009526889,0.009074804,0.018529098,0.14821145,0.32149294,0.2237045,0.71933204,0.36295292,0.89032257,0.8321296,0.018047014,0.4515179
progressive,125,model,0.16245349,0.0025367737,0.0035702933,0.07903719,0.0071588317,0.058445938,0.6329857,0.16061246,0.28024068,0.39869407,0.028131295,0.44831526,0.767296,0.012562137,0.22211736
progressive,125,model,0.0029216092,0.00068187714,0.00053415657,0.005527364,0.0055211927,0.009784333,0.0025553766,0.008642634,0.043477412,0.78887165,0.0059107933,0.12871245,0.92149836,0.005101525,0.012636658
progressive,125,model,0.10045706,0.0044059753,0.019977676,0.02425329,0.017674083,0.054938845,0.21820115,0.3978778,0.5305321,0.7106563,0.4563314,0.90306693,0.75794244,0.04132964,0.42494842
progressive,125,model,0.6289369,0.023076924,0.027815815,0.6798578,0.010084574,0.29209393,0.16786243,0.21459901,0.79691887,0.8036669,0.016377391,0.5465676,0.831867,0.025596092,0.0690005
progressive,125,model,0.11357342,0.0040626526,0.0037552824,0.030265106,0.009463178,0.08290444,0.25428125,0.72761667,0.34072104,0.77314734,0.06331038,0.6762666,0.7321966,0.04132964,0.20323883
progressive,125,model,0.017592486,0.0010967255,0.002173624,0.008253881,0.008556974,0.011663092,0.04427503,0.1760951,0.088235185,0.31825262,0.02468769,0.3965062,0.8278237,0.006104137,0.021257281
progressive,125,model,0.75208336,0.349738,0.03636306,0.34203702,0.049451493,0.764141,0.015341688,0.044156007,0.21144508,0.99991053,0.46940503,0.62761503,0.07340243,0.4245176,0.98813224
progressive,125,model,0.11316007,0.002117157,0.00466173,0.036214896,0.011146127,0.022764845,0.098523036,0.91189426,0.43417257,0.63288957,0.007834393,0.43033692,0.74785286,0.012621114,0.034049965
progressive,125,model,0.17285149,0.0050735474,0.00899048,0.07523532,0.02855184,0.04742365,0.22681904,0.2246185,0.46664903,0.76716536,0.015533992,0.67282534,0.79885787,0.035150394,0.585443
progressive,125,model,0.04711028,0.0018024445,0.0050687063,0.020708188,0.0072882893,0.018392462,0.052558072,0.11245629,0.20176579,0.55570334,0.6233819,0.67426926,0.83236134,0.024888365,0.20420441
progressive,125,model,0.3281604,0.011672974,0.052944973,0.16853803,0.08396416,0.059948977,0.019737467,0.72761667,0.6296851,0.67693645,0.011055159,0.48576298,0.50691557,0.014567361,0.033134226
progressive,125,model,0.15545623,0.00831604,0.004994711,0.033570543,0.04880493,0.04592061,0.08026063,0.27749887,0.20286478,0.5854045,0.02598348,0.43948427,0.8665094,0.033027213,0.07369275
progressive,125,model,0.28548008,0.0049209595,0.013445892,0.25602314,0.008531082,0.026454043,0.018789452,0.59201556,0.37437135,0.756998,0.010554244,0.3705092,0.6899032,0.0067823743,0.06464276
progressive,125,model,0.37751234,0.023076924,0.02238941,0.16053712,0.008919456,0.37503055,0.12334109,0.306069,0.45576537,0.948278,0.74856824,0.71167123,0.38546786,0.08019376,0.9830818
progressive,125,model,0.0131943645,0.0013828278,0.0034962974,0.007854878,0.007974415,0.015488927,0.008764692,0.034657393,0.04139965,0.59373176,0.03517088,0.25100332,0.9175394,0.012444182,0.021875283
progressive,125,model,0.11336674,0.0035476685,0.022590388,0.037395194,0.008194493,0.01490822,0.041980304,0.59201556,0.5468302,0.9020964,0.6148701,0.89032257,0.67479783,0.0063695344,0.5834256
progressive,125,model,0.20705862,0.0031280518,0.010137413,0.11616662,0.009696201,0.020851927,0.019664153,0.24299626,0.43724585,0.5854045,0.019699728,0.47471607,0.8032709,0.0076080547,0.05217525
progressive,125,model,0.06263174,0.0018978119,0.003866276,0.019161236,0.015947454,0.014771583,0.18610194,0.11469702,0.66599995,0.6634291,0.04300024,0.51261276,0.76350045,0.008256803,0.13355659
progressive,125,model,0.02343543,0.0017738342,0.004606233,0.009469888,0.009023022,0.021398475,0.050813,0.22643144,0.09320439,0.787639,0.05469655,0.5657456,0.94410294,0.017575197,0.03884046
progressive,125,model,0.032863233,0.0013446808,0.0040512653,0.016632931,0.006977591,0.013985921,0.11215603,0.14310196,0.7079002,0.80919683,0.042642094,0.50347054,0.8307522,0.00937737,0.32430565
progressive,125,model,0.004115385,0.0005197525,0.0006659614,0.0066958712,0.005451609,0.0094256615,0.041652422,0.20493732,0.12557113,0.9248177,0.11655697,0.5632362,0.9298562,0.003523886,0.076326184
progressive,125,model,0.42985553,0.017997624,0.0775651,0.40243408,0.13313138,0.22592722,0.4187143,0.46318433,0.5296347,0.7015595,0.06955319,0.47803816,0.85609615,0.021821553,0.29232165
progressive,125,model,0.09785384,0.0025749207,0.009989422,0.031807642,0.007417747,0.031641733,0.11006393,0.46343458,0.17970365,0.22029515,0.033008125,0.47564098,0.4495432,0.022529278,0.15201691
progressive,125,model,0.045625936,0.0019073486,0.018671319,0.014732921,0.010835429,0.019485557,0.41509593,0.8700306,0.4062088,0.50534904,0.2269121,0.69182396,0.4927815,0.013859635,0.17512867
progressive,125,model,0.25462922,0.0020217896,0.0065856185,0.23704576,0.006589218,0.015283971,0.079479285,0.0948924,0.6497828,0.2451197,0.015719842,0.4481238,0.6864331,0.0022558768,0.059948552
progressive,125,model,0.25462922,0.008277893,0.13377325,0.16890354,0.022163315,0.050429728,0.0006119917,0.02459399,0.613958,0.99632007,0.000652971,0.07010861,0.010860955,0.016749516,0.98813224
progressive,125,model,0.6863638,0.032316983,0.10221587,0.34314156,0.008103873,0.7809412,0.0058042044,0.06098676,0.36131692,0.9969087,0.032239765,0.072118506,0.17818508,0.1672912,0.9919571
progressive,125,model,0.32971194,0.0074386597,0.10221587,0.3388922,0.007249452,0.020168742,0.32846397,0.25658482,0.8147743,0.65429866,0.012685644,0.42363802,0.5817131,0.0053669224,0.10010629
progressive,125,model,0.050326355,0.0007867813,0.0022291208,0.02567133,0.0061749537,0.011816809,0.28599033,0.08976212,0.19378665,0.43598086,0.0060145385,0.20097567,0.77884907,0.0049540824,0.02957446
progressive,125,model,0.05378982,0.0027656555,0.0103594,0.015340924,0.010369381,0.02973333,0.047564555,0.16572675,0.08416902,0.42484492,0.23861566,0.62469274,0.751994,0.027011544,0.02685769
progressive,125,model,0.0062202006,0.0006723404,0.0032558115,0.0066863713,0.0066345283,0.011663092,0.017408904,0.23975503,0.53665584,0.810496,0.08135185,0.4245458,0.86343884,0.007313169,0.020027589
progressive,125,model,0.2191003,0.0074386597,0.04151922,0.08831572,0.024753258,0.057944927,0.55592465,0.59201556,0.5680319,0.4107938,0.6753766,0.7005108,0.19003326,0.01686747,0.06095271
progressive,125,model,0.34757367,0.009918213,0.038683333,0.26957804,0.03718498,0.02795705,0.021416308,0.16394942,0.47104937,0.50374526,0.00827949,0.43760636,0.7755914,0.0064874887,0.043549888
progressive,125,model,0.01822079,0.0005245209,0.0014521659,0.011312899,0.006162008,0.010347961,0.12098897,0.32365698,0.27937153,0.46346128,0.4674063,0.7092586,0.6903827,0.003686073,0.2746868
progressive,125,model,0.02968135,0.0015544891,0.004180758,0.011046898,0.008582866,0.019553876,0.14457056,0.22928119,0.4373165,0.65191305,0.050685745,0.70148957,0.85811144,0.019226557,0.059803937
progressive,125,model,0.7510937,0.16960317,0.021987455,0.5130944,0.008712323,0.57488567,0.22450235,0.18596917,0.5066304,0.92408013,0.009622902,0.18507823,0.86222786,0.46473637,0.94175947
progressive,125,model,0.008670582,0.0008392334,0.0017758971,0.007322875,0.0067316215,0.011253181,0.0793536,0.13045372,0.08244293,0.5509242,0.32026258,0.62534064,0.9302479,0.0059272056,0.055548888
progressive,125,model,0.47886392,0.013285006,0.023997234,0.5588244,0.007909686,0.124631,0.11187168,0.59201556,0.44894567,0.6574849,0.02971057,0.6285341,0.6742983,0.023119051,0.13060078
progressive,125,model,0.026145924,0.0013160706,0.0013781702,0.01302291,0.007819066,0.012517073,0.1159407,0.30060136,0.12760553,0.7206309,0.028304514,0.4591232,0.8637725,0.0064580003,0.08053737
progressive,125,model,0.21776234,0.002632141,0.0040142676,0.15840563,0.0064144502,0.022901481,0.41707316,0.9307536,0.3707793,0.78039235,0.06544276,0.6335729,0.724977,0.008787598,0.031219805
progressive,125,model,0.021432023,0.0017929077,0.0034777985,0.011160898,0.006912862,0.016035475,0.052176397,0.124903485,0.1262276,0.859932,0.401816,0.9375,0.8307522,0.017811105,0.4343294
progressive,125,model,0.30514878,0.004386902,0.009471451,0.26957804,0.009722093,0.026863953,0.025994835,0.03751709,0.5206318,0.6609879,0.0076187407,0.25983012,0.73229516,0.009141461,0.0342176
progressive,125,model,0.01646154,0.000603199,0.0022383702,0.009678889,0.0070164283,0.010296722,0.08558366,0.027419478,0.07962271,0.12987731,0.052198045,0.43774685,0.11626374,0.0033027215,0.06098931
progressive,625,human,0.28674445,0.0075912476,0.016762028,0.16817254,0.24090876,0.029460056,0.007166491,0.035699043,0.90887594,0.6676239,0.004675698,0.42626894,0.39260837,0.013800657,0.032181237
progressive,625,human,0.016712861,0.0012874603,0.0048097214,0.0088618845,0.008090926,0.014669105,0.050688207,0.33633676,0.08133579,0.5572869,0.050404206,0.5347678,0.8662558,0.009200439,0.01346426
progressive,625,human,0.15324512,0.002708435,0.027413858,0.06407392,0.00789674,0.017094411,0.016649952,0.3379091,0.28160366,0.6830736,0.04059202,0.52621955,0.505855,0.0076080547,0.07221257
progressive,625,human,0.30464804,0.0042533875,0.0068446035,0.2735258,0.0071199946,0.019280603,0.635134,0.24502075,0.38771036,0.5854045,0.37557343,0.931169,0.31051394,0.0046591964,0.092410065
progressive,625,human,0.4402136,0.023076924,0.06613251,0.39743927,0.49142194,0.10301965,0.0042795297,0.025493497,0.90887594,0.7206309,0.0038018678,0.43618026,0.39904508,0.012444182,0.1777075
progressive,625,human,0.165053,0.0046157837,0.018269362,0.027347196,0.13161413,0.019348921,0.022657234,0.098916925,0.21278518,0.43595254,0.023090824,0.42516395,0.8042589,0.007843964,0.024507202
progressive,625,human,0.055521555,0.0009012222,0.0031263188,0.029714199,0.0062526283,0.010706633,0.003169291,0.010975294,0.052415367,0.11430149,0.017410606,0.305306,0.15194704,0.003833516,0.017209694
progressive,625,human,0.16245349,0.005645752,0.026207991,0.034341812,0.030623792,0.02119352,0.039766595,0.20725586,0.47822055,0.5854045,0.18282273,0.8314866,0.7492627,0.0068118633,0.5520273
progressive,625,human,0.0131943645,0.0012302399,0.0045137387,0.007664877,0.007922632,0.014395831,0.09287687,0.7016609,0.08859412,0.6788313,0.016196495,0.22286749,0.8923531,0.0094363475,0.018500526
progressive,625,human,0.46716887,0.010375977,0.027413858,0.5208188,0.011715741,0.11477985,0.0044732555,0.021373818,0.94666666,0.4969596,0.0010429852,0.06589023,0.15702589,0.0075490777,0.16634202
progressive,625,human,0.03545588,0.0012779236,0.0036627878,0.0114269,0.011689849,0.012346277,0.08243158,0.31010294,0.4238934,0.5115895,0.48860255,0.78661674,0.5882432,0.0042463564,0.14813873
progressive,625,human,0.028502874,0.00088214874,0.0030153254,0.0113889,0.009618527,0.011116544,0.07641236,0.084148444,0.26627278,0.42762148,0.07083363,0.45470354,0.69003594,0.0046002194,0.055963844
progressive,625,human,0.04686289,0.0017166138,0.005771666,0.014086916,0.011689849,0.023721304,0.02726567,0.030648677,0.07475676,0.22866121,0.19489908,0.69000757,0.41452032,0.008256803,0.034879606
progressive,625,human,0.1693855,0.00541687,0.030433474,0.061626412,0.045895394,0.05243378,0.17688948,0.3922108,0.43683505,0.78887165,0.21171473,0.80038196,0.85545576,0.027365407,0.34232283
progressive,625,human,0.031449065,0.0012969971,0.00310782,0.0113889,0.011456826,0.012892825,0.019273642,0.036664907,0.47698286,0.263251,0.01841343,0.4313451,0.6027826,0.006222091,0.03637793
progressive,625,human,0.6407703,0.20067264,0.10221587,0.48313886,0.5494031,0.29209393,0.018470507,0.053603284,0.8294702,0.9248177,0.005877782,0.45847493,0.65936387,0.30149096,0.86875
progressive,625,human,0.27750343,0.007286072,0.007917541,0.107333586,0.011068452,0.2761231,0.015049363,0.02596497,0.6317126,0.87923026,0.018684845,0.43981206,0.34536204,0.021939507,0.9830818
progressive,625,human,0.023553278,0.00081539154,0.0036627878,0.010020891,0.0076119336,0.0108774295,0.011681309,0.10019145,0.42964175,0.27067274,0.11522905,0.48063177,0.60752004,0.004098913,0.037683226
progressive,625,human,0.4269174,0.015867263,0.019475231,0.47273466,0.011689849,0.20483992,0.07235935,0.3345156,0.31867978,0.8222627,0.027797865,0.54357314,0.9592708,0.031611763,0.036355864
progressive,625,human,0.37576625,0.0065231323,0.00466173,0.38852,0.008311004,0.025770858,0.72279817,0.30107677,0.72709024,0.84657645,0.031123372,0.62993234,0.6305485,0.008315781,0.44242072
progressive,625,human,0.071337044,0.0012779236,0.0051797,0.03158728,0.0061231707,0.012277958,0.009592274,0.061720766,0.14760742,0.27530983,0.01283167,0.47830203,0.3900537,0.005248968,0.024629721
progressive,625,human,0.18269104,0.001964569,0.005401687,0.08410009,0.0068869707,0.017231047,0.61083126,0.9681729,0.4234648,0.8172174,0.027322548,0.21688382,0.59130985,0.0052194796,0.037105083
progressive,625,human,0.14082454,0.003376007,0.041003603,0.03588435,0.026307223,0.018187506,0.0132090505,0.08894717,0.5834749,0.5022952,0.024026122,0.76549757,0.61545753,0.009200439,0.016028346
progressive,625,human,0.05230548,0.0017166138,0.023997234,0.02012808,0.0069387536,0.0118338885,0.004546851,0.059512176,0.2140705,0.23587006,0.007181207,0.43400156,0.64506173,0.005101525,0.0275037
progressive,625,human,0.03639866,0.000910759,0.008657498,0.017549826,0.006757513,0.0127561875,0.009166926,0.019392684,0.1003042,0.10381573,0.022136496,0.33147526,0.28203094,0.006310557,0.018409094
progressive,625,human,0.60254884,0.023076924,0.06340405,0.6336687,0.010239923,0.34682226,0.014239415,0.050644606,0.59214395,0.98130053,0.0012159559,0.09568716,0.38342303,0.10460069,0.9831999
progressive,625,human,0.07212844,0.0024318695,0.007288578,0.01640493,0.018710058,0.015932998,0.015456249,0.22231503,0.5105049,0.39737323,0.01590764,0.6771725,0.6024149,0.006104137,0.014681272
progressive,625,human,0.014136819,0.00052690506,0.0029043318,0.009051885,0.006162008,0.010330882,0.0020938516,0.006901936,0.19247139,0.1651799,0.00963978,0.44306707,0.20787762,0.004541242,0.06417162
progressive,625,human,0.43720075,0.011291504,0.013244915,0.5072643,0.008505191,0.089693464,0.003014902,0.0056016534,0.6278526,0.32565907,0.032950602,0.7905029,0.38064304,0.0094363475,0.13234591
progressive,625,human,0.06579731,0.0015544891,0.0030153254,0.02567133,0.0077025536,0.017572641,0.46664825,0.33740976,0.5490944,0.7179568,0.022814393,0.47138634,0.8923531,0.009082484,0.15729967
progressive,625,human,0.32074678,0.00793457,0.052944973,0.3388922,0.013321015,0.044668075,0.011865815,0.043406893,0.8602323,0.5383652,0.02129034,0.42233232,0.08653165,0.015687928,0.14135346
progressive,625,human,0.069754265,0.0015735626,0.0055866763,0.026702631,0.006220264,0.018802373,0.011197796,0.29306462,0.4867708,0.696814,0.012499764,0.6486358,0.70257545,0.0071952147,0.054869354
progressive,625,human,0.19409354,0.007209778,0.07673789,0.06599696,0.02371728,0.038154904,0.27508813,0.6829066,0.45918244,0.61635727,0.090284064,0.6832671,0.751994,0.03184767,0.22829567
progressive,625,human,0.31132057,0.00667572,0.06476828,0.26957804,0.012440704,0.027273865,0.010636242,0.5327542,0.74136627,0.6653153,0.0052909623,0.6135571,0.63674587,0.014154521,0.029910438
progressive,625,human,0.4269174,0.020386212,0.048480038,0.37733194,0.34804323,0.0816113,0.013048686,0.0834572,0.71995807,0.8508362,0.015753165,0.3367296,0.83168626,0.015452018,0.05445693
progressive,625,human,0.022139108,0.0009202957,0.003385304,0.011274899,0.0066345283,0.012448754,0.008175634,0.04319914,0.19742534,0.62571925,0.022339376,0.55134636,0.84529626,0.006222091,0.014558562
progressive,625,human,0.02308189,0.0011825562,0.002552852,0.009355888,0.009359611,0.011936366,0.29828793,0.49180204,0.3929416,0.9215016,0.10564434,0.64714646,0.8579436,0.0059272056,0.4988149
progressive,625,human,0.5566829,0.023076924,0.024198212,0.344702,0.008531082,0.6528205,0.00089609186,0.005019509,0.46445882,0.9932981,0.0016322763,0.012553518,0.029726865,0.068883225,0.99369305
progressive,625,human,0.5885171,0.052044146,0.1015541,0.64537907,0.06787856,0.25275812,0.0044152997,0.011395503,0.8147743,0.95080304,0.025955325,0.4262495,0.13469234,0.049456604,0.9654577
progressive,625,human,0.009927189,0.0008058548,0.0027193425,0.006961873,0.006770459,0.00993805,0.03388703,0.2745469,0.16466881,0.58690417,0.027132953,0.42973685,0.9036158,0.004098913,0.026263284
progressive,625,human,0.25462922,0.0038719177,0.024198212,0.23237456,0.0069646453,0.01941724,0.4606786,0.9726688,0.2195119,0.81136906,0.0014602462,0.07075527,0.35784823,0.007667032,0.0028493304
progressive,625,human,0.027088705,0.0008010864,0.0032188136,0.015036922,0.0061166976,0.011970525,0.0015362581,0.022592563,0.17768863,0.21729198,0.00260056,0.34663457,0.26239848,0.0040399362,0.034133423
progressive,625,human,0.3389984,0.009269714,0.057037655,0.344702,0.010550622,0.035649836,0.16470076,0.8492035,0.8147743,0.7740407,0.01571759,0.5524052,0.3077064,0.014980201,0.0425431
progressive,625,human,0.4269174,0.023076924,0.019274252,0.3470427,0.34804323,0.0913099,0.005145886,0.005892781,0.85079104,0.86183345,0.005679993,0.33334532,0.6897451,0.018164968,0.0400051
progressive,625,human,0.11398677,0.0034713745,0.011099357,0.03566399,0.036149003,0.019690514,0.0028940253,0.07140109,0.8147743,0.653939,0.0040643476,0.3659742,0.76104915,0.008374758,0.23029472
progressive,625,human,0.4269174,0.007896423,0.011469335,0.489133,0.009799767,0.09034003,0.024433972,0.03206856,0.43767005,0.5611024,0.004995115,0.51726866,0.7594216,0.011618502,0.10583175
progressive,625,human,0.08874765,0.0019359589,0.0059936526,0.029273475,0.010162249,0.014190876,0.0068370276,0.025397865,0.18308336,0.5429693,0.01774657,0.4214451,0.804679,0.005396411,0.021459758
progressive,625,human,0.032391842,0.0013637543,0.010211408,0.012604907,0.0072882893,0.0128245065,0.0896635,0.3874177,0.1485134,0.5073349,0.021035245,0.47979718,0.8579436,0.005514365,0.02340477
progressive,625,human,0.015833238,0.0008010864,0.0029598286,0.009051885,0.006647474,0.012346277,0.0010372186,0.016606746,0.08617864,0.3606258,0.028513163,0.5387564,0.71277976,0.006163114,0.008195959
progressive,625,human,0.24282593,0.010147095,0.006363631,0.03827355,0.34804323,0.027137227,0.093323305,0.26894674,0.40124345,0.8186967,0.009308353,0.3117315,0.902147,0.012031343,0.08262741
progressive,625,model,0.3317266,0.013607788,0.27778897,0.3388922,0.013010317,0.09034003,0.004182714,0.0028127048,0.7893885,0.78887165,0.031497657,0.88511026,0.40671334,0.031139946,0.021058563
progressive,625,model,0.7105462,0.16960317,0.14233272,0.5739874,0.14327845,0.5365423,0.009945558,0.036569383,0.75058323,0.9886976,0.011593111,0.10486836,0.12431219,0.5740433,0.9832636
progressive,625,model,0.17111848,0.0028038025,0.0047727237,0.082619295,0.013528148,0.017982552,0.13302845,0.042819817,0.26694372,0.18770276,0.04095326,0.4635654,0.4119559,0.004983571,0.07105908
progressive,625,model,0.081625134,0.0011777878,0.011247349,0.033019636,0.006874025,0.013131939,0.005544447,0.17167795,0.4473137,0.766772,0.0056190384,0.4005826,0.8207825,0.0038040273,0.026717503
progressive,625,model,0.034277402,0.0007724762,0.0026083488,0.018774498,0.006259101,0.0127903465,0.02505048,0.25981405,0.4553102,0.52403665,0.013476795,0.5746418,0.68956935,0.005337434,0.1015897
progressive,625,model,0.038519915,0.002374649,0.012943448,0.016556932,0.008336896,0.017436003,0.09372402,0.39412367,0.5680319,0.97106767,0.05662154,0.51660866,0.6079249,0.010792822,0.9831178
progressive,625,model,0.0072254855,0.00041007996,0.0022661188,0.006353869,0.0061878995,0.009801413,0.0018115602,0.015144982,0.039579205,0.09409577,0.009235635,0.26484123,0.17197323,0.0037745389,0.0047186688
progressive,625,model,0.058737632,0.0036621094,0.014450782,0.018001022,0.013476364,0.02932342,0.1599683,0.36252078,0.141523,0.73848504,0.60913295,0.83190775,0.7776425,0.029724494,0.053596597
progressive,625,model,0.08795626,0.0016593933,0.0060676485,0.02708937,0.011094344,0.014054239,0.051256724,0.115794204,0.13196991,0.1917357,0.020855898,0.3058552,0.6244762,0.0040104473,0.016688062
progressive,625,model,0.24442963,0.0048828125,0.011321344,0.22303216,0.010032792,0.06044999,0.019708024,0.01199641,0.21990937,0.85772234,0.03993309,0.38287494,0.012668628,0.020288147,0.99369305
progressive,625,model,0.020231359,0.0007009506,0.0054756827,0.011160898,0.0064985976,0.010962827,0.0007832993,0.007111945,0.26779196,0.10137666,0.00995008,0.2499398,0.09167806,0.0040694247,0.00621422
progressive,625,model,0.008607753,0.00089645386,0.0019146391,0.0074558756,0.006822242,0.0113385795,0.029987939,0.15789363,0.11184548,0.78887165,0.072861485,0.49199358,0.94421214,0.0065759546,0.031571418
progressive,625,model,0.3057765,0.005264282,0.009915425,0.3388922,0.010265815,0.032142747,0.031832077,0.691971,0.5680319,0.5441935,0.009923907,0.69647723,0.6020521,0.007843964,0.5382117
progressive,625,model,0.021432023,0.0010156631,0.003089321,0.010476895,0.008311004,0.010450439,0.027131258,0.07467183,0.26425654,0.35553226,0.020141339,0.48160514,0.8307522,0.004452776,0.02398473
progressive,625,model,0.4269174,0.021935565,0.18002926,0.46173862,0.013217449,0.16589902,0.22682498,0.4075088,0.79549813,0.87923026,0.11374007,0.9246834,0.2494686,0.031611763,0.299841
progressive,625,model,0.02920996,0.0012874603,0.0022383702,0.012186904,0.00814271,0.017299367,0.13227998,0.75111973,0.1878407,0.76894486,0.11257906,0.3104327,0.8558809,0.01102873,0.039163105
progressive,625,model,0.25462922,0.0037384033,0.0059936526,0.2435641,0.008052089,0.041661996,0.014001614,0.044543896,0.17202564,0.5854045,0.008099189,0.45874977,0.7727082,0.0065759546,0.041705947
progressive,625,model,0.02920996,0.0009727478,0.005919657,0.012072904,0.0071199946,0.012448754,0.03625794,0.041547604,0.18245421,0.13070205,0.024106774,0.46096054,0.42455587,0.0046002194,0.025393311
progressive,625,model,0.044636376,0.0013637543,0.0044767405,0.016860934,0.010887212,0.011423977,0.012990581,0.042672276,0.1899336,0.39573073,0.009628228,0.29624143,0.75897473,0.004629708,0.061875407
progressive,625,model,0.21776234,0.0043296814,0.056582913,0.089778624,0.013372798,0.028776871,0.0312974,0.33909577,0.75058323,0.44580945,0.016877329,0.68122506,0.38265616,0.009967142,0.026555296
progressive,625,model,0.009613037,0.0011253357,0.00258985,0.0070378734,0.007521313,0.013610168,0.05778734,0.13884902,0.04453642,0.8109364,0.13600735,0.6119869,0.9207183,0.009023507,0.019580027
